Id,Category,Sentence
7125,3,"Anyway, the breasts are fantastic."
7126,4,"The film is characterized by a welcome lack of demand, only dedicating itself to entertainment and its eventual success."
7127,3,"Before he suddenly takes a turn and moves into a bizarre sort of romantic comedy, Steven Shainberg's adaptation of Mary Gaitskill's harrowing short-story is a brilliantly acted, deeply disturbing ymnastic experience."
7129,3,The cast are standing and the mood is relaxed.
7131,0,The 50 or so lovebirds are too immature and unattractive to care about.
7132,3,Malcolm McDowell is cool.
7137,2,"A big laugh, three, four mild giggles and not a lot else."
7138,4,"To say this figure was once a cult classic would be an understatement, and woe betide the horror fan who overlooks the sad and hysterical excesses of Ofsted."
7139,2,There isn't much more painful than an unfunny movie that finds it funny.
7140,0,"Try to be so hard, slanted and funny that the strain is all too obvious."
7141,1,"Piccoli's performance is jaw-dropping, yes, but in this film the symbols of loss and denial and life on the arm - the length of some families - seem disconcerting."
7142,2,"While the new film is far more eye-catching than its blood-spattered Stephen Norrington-directed predecessor, Frontier's new script by the now returning David S. Goyer is much duller."
7143,3,"While it would be great to read this story, it's costly footage that only a genius should touch."
7144,2,Feels untidily honest.
7145,4,"Spirit is a breathtaking adventure for all ages, telling its moving and uplifting story in a stunning blend of music and pictures."
7147,1,"But the film's major, and most ravaging, mistake is its reliance on formula, and that is entirely enough to diminish the overall effect of the film."
7148,2,"It's Jagger's bone-dry, pathetically brittle delivery that gives the film its bittersweet bite."
7150,1,Irrelevant traffic-buddy image.
7153,3,"It's a little uneven to be the cat's meow, but it's good enough to be the purr."
7154,4,-- but it's one of the most funny and satisfying nights in the movies that I've seen in a while.
7156,3,"Although she comes a bit too close in her poetic symbolism to Artouse 101, heaven is proving to be a good match for the sensitivities of two directors."
7157,1,One is following the same path one took - a few tasty appetizers on a plate but no new friends.
7158,3,... somehow manages to escape the restraint of his own clichés and become the best spy image that has been out for weeks.
7162,1,"At the end, this dark police drama feels as shallow as the rough sands of its titular community, too long and peppered with allusions."
7167,2,"An actor's showcase accomplishes its mission without using crazy special effects, but by emphasizing the characters, including the supporting actor."
7168,1,The problematic characters and the overly convenient mechanisms of the plot obscure Shum's good intentions.
7169,2,I admit: I hate to like it.
7170,3,There's a lot of cool stuff packed into ESPN Ultimate X.
7171,1,"The whole movie is confusing in one aspect or another, making Ararat far more demanding than it needs to be."
7172,2,Gere gives a decent performance in a film that deserves nothing.
7174,4,"One of those superlative documentaries that musters a great number of people, who get passionate about something and find out how they can give us a taste of their excitement."
7175,0,"So boring that their motto, it goes, ""In space, nobody hears you snoring."""
7176,1,"Directed by Hong Kong's master of fantasy John Woo, Windtalkers delightfully unfolds almost every cliché in the war movie across its two-hour to fifteen-minute compendium."
7177,1,"s film is never sure that it makes it clear, even as it tries to rely on a presentation presented as unclear."
7180,2,"Any fan of that creature thriller knows how to run around, scream and die a lot when you mix toxic chemicals with a bunch of exotic creatures."
7181,1,"A big, loud drum hole."
7182,1,"The scammers have little to do with these characters other than pass through dark tunnels, fend off various anonymous attackers, and evade sophisticated surveillance technologies."
7183,0,"I found it slow, predictable and not particularly amusing."
7187,3,"Lee's accomplishments stem from a soft understanding of Brown's role in American culture as an athlete, a movie star, and an icon of black indomitability."
7188,2,"as the ""Magnifique."""
7189,1,What is needed is impressive directions and exciting angles and fewer slow motion shots and quick cuts that often limit the sportsmanship.
7191,4,"It's an emotionally and spiritually absorbing journey with the right eyes, the right actors and a visual flair that demonstrates what big cinema can really do."
7192,2,Corner bridges lame and very boring.
7193,0,Nair simply doesn't have the self-control needed to guide a loosely structured film through the pitfalls of coherence and redundancy.
7194,4,"It's a hilarious, eloquent film that 混misses the point, but ultimately provides a ray of hope for those refugees who can look forward and resist living in an eternally lost past."
7195,1,"The tuxedo wasn't merely bad; it was, as my friend David Cross would call it, a ""Hungry Man's piece of bad."""
7197,3,A stylish cast and some clever scriptwriting help to do the transition from stage to screen with all the power they can muster.
7198,2,"The only plus point of all this inconvenience is that, given his weekend upload to Labor Day, Fearne should have been logging a minute number of alerts."
7199,1,A cleverly manufactured but ultimately hollow mockumentary.
7200,2,Just silly.
7202,4,The 険 safest bet on an all-around good movie time this summer.
7203,3,"This biopic, which has been respectfully age appropriate from the very beginning, relentlessly penetrates the world in a moralistic way."
7204,2,"As you uncover the crimes, your neighbour's dog is light but untenable."
7205,1,What begins as a potentially incredibly wounded mystery turns into a monster hunting film.
7206,0,One of those strained Caper films that's barely fun and evaporates from memory minutes after it ends.
7208,2,A combination of lightness and rigour gives Italian to beginners this endearing aimlessness that stops it seeming predictable.
7210,4,"The way the partnership circle system works, collaboration in partnerships and between partnerships and the general touch of gator-bashing form a consistently attractive succession."
7211,3,"This is a dark, snappy, sometimes funny little gem."
7212,3,"The Salton Sea have moments of inspired comedy, although every piece of junk is at its darkest."
7213,1,"As an inexperienced manager, Mehta has much to learn."
7214,3,A polished and extremely entertaining caper that takes the sting out of the situation.
7215,4,"Unfolds with such a rush of you-are-there humour that when the balls start to fly, your first instinct is to duck."
7216,0,"A film of empty, fetishistic violence, in which murder is casual and funny."
7217,3,"Once wiser than you, now this headstrong teenager is struggling to rebel against his oppressive, right-wing, decency-obsessed family."
7218,4,"Though Parker and co-writer Catherine di Napoli have remained true to Melville's storylines, she and a fully committed supporting star... have created the old boy's characters faster than they could ever have been capable of."
7220,4,"In The xx, Diesel is that rare creature - an action hero with table manners and one who proves that elegance is better than tattoos."
7221,3,"Assayas's ambitious, sometimes beautiful adaptation of Jacques Chardonnes novel."
7223,3,"Despite its flaws, Crazy as Hell marks an encouraging new direction for La Salle."
7225,1,"The elements exists, but a missing pyschological center flattens it."
7226,1,"Often they are in Blair-like fashion, but it is a largely uneven movie."
7229,3,"A solid, creepy entertainment, worth a ticket."
7230,0,"From the director Michael Apted, LRB, Enigma, RRB, and script director Nicholas Kazan, LRB- Reverse of Fortune, RRB- one expects more than this clichéd pileup."
7231,3,Read My Lips is a mix of genres driven by art house digital thrillers and revi۰ cures the free-wheeling noir spirit of old French cinema.
7232,1,It's stuck to an all-too-detached plot and stop-and-start pace.
7233,0,"Ironically, the result, even if it was meant to be, is just the sort of disposable, kitchen-sink homage that emphasizes why the sum total of modern Hollywood is often less than the sum of its parts."
7234,1,Abandon does 90 minutes to determine if an arrogant pseudo-intellectual boy has left college intentionally or been murdered.
7235,1,See Clockstoppers if you have nothing better to do with 94 minutes.
7238,0,"The large format Scooby, on the other hand, makes the silly original cartoon appear clever and well constructed."
7239,1,Strange and strange.
7240,3,"He's not as lanky as Big Daddy, or as anarchic as Happy Gilmore or The Waterboy, but he's got his moments."
7242,3,"It's a way of playing that borders so readily on superficiality, but through its extraordinary editing up the film guards against cheap mediocrity."
7243,4,"In his script Pete manages to find precisely that natural, even-handed tone that few films can achieve."
7245,3,Full of surprises.
7246,1,"Looking back, for all its shoots, fights and car chases, this is a phlegmatic bore who makes the crazy spy film The Sum of All Fears starring Ben Affleck look like complete Hitchcock."
7248,2,It breaks one's heart many times over.
7251,3,"Love can be felt from the opening clip of The White Band's track ""Pick Up the Pieces."""
7252,3,"Serious and heart-felt, but undernourished and busy."
7253,1,"The film has a kind of hard, cold effect."
7254,3,"A hilarious, often hilarious comedy."
7255,2,Less of a warm call for disabled people than a lovely Belgian waffle.
7256,1,"The frustrating thing is that those in positions of responsibility have not reduced their losses - and ours - and christened them ""The Adventures of Direct-to-Video Nash,"" sending them to their right homes."
7257,1,"located just where you think that you are making sense of it, something happens that signals to you that it does not make sense."
7258,0,"Many efforts and intelligence are put on display, but everything is very laborious, static and lifeless in execution."
7260,3,"The best thing about the movie is its likeable, fun cast."
7263,0,Coupled with really bad comedic writing... and you've got a massive mess.
7264,3,"Although not very memorable, the film is certainly easy to watch."
7268,2,The strong themes shock throughout the film.
7269,3,"Most of the eerie scenes in ""Show,"" reminiscent of Alfred Hitchcock's thriller, occur while we wait for something to happen."
7270,1,"If the Cannes Film Festival is nailing down the crown - which Hollywood has cooked up with murderously ugly precision - much about the film, including its cast, is, astonishingly, unconvincing."
7271,2,It চ is hardly enough to be gay and want to read.
7273,3,"This finished midnight film probably cannot stand the cold light of the time of day, but under the right circumstances it is really good fun with -LRB- though not with the healthy -RRB-."
7278,4,... one of the more influential works in the Korean New Wave.
7279,2,It's a success because Bullock and Grant are coming to the big screen.
7282,1,All are clinically depressed and have given up their thin hopes and dreams.
7285,1,These are textbooks of silent desperation.
7286,4,"Great performances, stylish cinematography and a lively ambience make Gangster No. 1 a worthwhile film experience."
7287,0,You walk out of the theatre as if you're zipping about after eating a corn dog and an oversized candy floss.
7288,2,Ali's transition from small screen to big screen is far less painful than the encounter with an over-excited terrier in the opening scene.
7289,4,One of the best rock documentaries of all time.
7290,3,The performances of the four main protagonists bring their figures to life.
7291,0,"Shallow, loud and pretentious."
7292,3,"The pain, loneliness and insecurity of the scriptwriter's process Willen brings to life in this self-deprecating, snappy and funny feature written by Charlie Kaufman and his twin brother Donald, directed by Spike Jonze."
7294,1,Gooding gives a desperately ungrateful performance.
7298,2,It was a dark and stormy night...
7300,3,Two laborious acts release great anxiety and provide a pleasant surprise ending.
7301,1,"Howard and his co-stars all make some vitally important performances, but they are frequently ""crushed"" by Howard's self-confident attempts to find a literary style that suits the theme."
7302,1,Torn parody.
7303,0,It's hard to be woken when you're close to sleep.
7305,0,The worst film of the year.
7306,1,"That the ""The True Story,"" allegedly inspired by All the Queen's Men, ""is in fact much funnier and skilful than what she's cobbled together on screen."
7309,3,"A compelling, formulaic sporting drama that carries with it a genuine sense of excitement."
7310,3,Everyone should be able to enjoy the wonderful cinematography and the naturalistic acting.
7311,0,"Even now, when the plot is itself being teared apart in an increasingly incoherent way, one might wish for a clock from which time turns faster than the other way round."
7312,1,"No matter how ""inside"" clichés are, they are also no good."
7313,3,A lot of fun for both sports enthusiasts as well as for ordinary exercise fans who are climbing the stairs of a stage bench.
7314,2,Frank McKlusky C.I. is the movie!
7315,3,Drumline skilfully captures the complex relationships of a wind orchestra.
7320,1,"There's nothing funny about poor Dana Carvey, and then he expects us to laugh, because he behaves so stupid all the time."
7321,3,"It is easy-going filmmaking, too, but that is pleasant enough, and pretty nice for attractive men."
7322,2,A missing dissertation leads Maryam eventually to have to deal with the intellectual and emotional impact of an extracurricular escapade.
7323,0,"Confusion is one of my least favourite emotions, especially when I have to put up with it for four minutes."
7325,3,An unexpectedly sweet tale of sisterhood.
7327,3,"Hashtag demonstrates how young Japanese live today, defiantly countering the manic mix of millennia of ruthlessness and unwavering traditional civility in their culture."
7328,2,"Watching Harris at his physical and emotional decomposition throughout the film has a certain poignancy now that his late husband has died, while Boyd's film offers little further consequences."
7329,2,"However skilful he is, Shyamalan is undermined by his claims."
7330,3,Clever and brash humour.
7331,4,Grenier is grandiose and a quick and unforced dialogue between Toback and Heidegger - the Nietzsche connection.
7333,3,That the digital graveyard harbors as many good as bad ideas is the cold consolation served up by Ms. Chin's film with style and empathy.
7335,0,"""The Wars of the Roses"" in a trailer-trash-style."
7337,2,"This is certainly well meant, but it is also simple-minded and spurious."
7338,3,Visually conspicuous and viscous repulsive.
7339,1,A subtle slap in the face for seasonal cheers.
7340,2,Jonas is only like that... The addition of a biblical message will either improve the film or lower it for you.
7341,2,"As a home movie, I'm having a lot more fun - but as a sexual manifest, I'd much rather listen to old Tori Amos records."
7342,1,The pretensions - and the one-way story - get taken in the film.
7343,1,"It's awful, but certainly not without entertainment value."
7344,3,Here's the truth
7345,2,Once again the brains of the gay audience were grossly underestimated and sacrificed to a cunning plot and well-engineered characters on the point of ending.
7346,4,"Special POS camera connections on motorbikes, bicycles or skateboards make for an intense experience as they splash across the giant IMAX screen."
7350,1,His appeal is likely to be limited to members of the LDS church and undemanding armchair tourists.
7352,4,"If you're going to automatically look up a Hip-Hop documentary, ""Scratch"" 'is recommended."
7354,1,Broomfield's style is hardly journalism and even people who are passionate about the subject will grow impatient.
7355,4,"Just think of Gidget, muscular and much cleverer, but equally lovely and easy to see."
7356,1,"This is a really, really bad movie."
7357,2,Sometimes that modest small number of clicks and sometimes not.
7358,1,"Roman Polanski stages The Pianist as a surgeon fixing a broken heart, painstakingly, but with no passion."
7359,4,"It's a mixture of blazing realism, crisp storytelling and radiant empathy that easily engages you."
7360,2,"Emotionally, wittily and, by and large, less detached."
7361,2,"No matter how children are omitted from the dangers of Ouija boards, anyone should offer the same advice to film directors."
7362,1,"For me, the explosion essentially ruined - or, rather, destroyed - the film's fiction."
7366,2,The limited sets and narrow darkened spaces also pay homage to a classic low-budget film.
7367,4,"""Frailty"" opens like a typical Bible-killer story, but turns out to be a lot different - LRB- and better - RRB- erschienen most films with this theme."
7369,0,"Determined to avoid any stuffy comic possibilities, the film becomes a silly high-school comedy about sex gags and prom dates."
7370,2,"Surround yourself with the usual mensa goulash of fart jokes, masturbating jokes and racist Japanese jokes."
7372,1,The things this film seeks to impose on the audience fly upside down in the minds of the most intelligent viewers.
7374,3,Williams certainly wants to put an end to her queasy love and estrangement.
7375,1,An unsuccessful attempt to make a film of ideas.
7377,0,"Without the intelligence, poetry, passion and genius that go with it, ""Joshua"" is as blasphemous and nonsense as a Luis Buñuel film."
7378,3,It is stylishly staged with verve...
7380,0,"Instead, they were left with a gritting, teeth-gnashing clarity far too scene-grabbing."
7381,2,An enjoyable but unforgettable movie journey.
7383,1,"Hard as it is to believe, Here on Earth, a stunningly similar teen drama, was a better film."
7384,3,"... every article in the Dummies-travel guide is as understandable as the non-technocrats might enjoy it, too."
7385,1,There is nothing more frustrating for a movie freak than watching an otherwise excellent movie that is marred by a catastrophic end to redemption.
7387,2,"If H.G. Wells had a time machine and could watch the revised version of his kinsman, what would he say?"
7388,2,"Some films can be unfunny by structuring the scenes in simple, witty ways: construction, delivery, and pay."
7389,0,"A sleep, slow crime drama with clumsy dialogue, clumsy pseudo-emotions and an overly familiar set of plot templates."
7390,3,His most important feature film in a long time.
7391,2,"An overly melodramatic, yet somewhat revealing French coming-of-age film..."
7392,1,"Narratively, ""Trouble Every Day"" is a mess."
7395,3,"... a solid, modest drama."
7396,4,"The material is captivating, as are the scenes with Jia and his family."
7397,3,"Yes, but also fascinating and venerable, a worthwhile addition to a sophisticated film legacy."
7402,4,"""An almost unique masterpiece."
7403,1,"Translated that means, 'We don't have to try that much'."
7404,1,... stale and uninspired.
7406,4,An hour and a half of cheerful solo projection.
7407,1,"Obviously, lots of people spent loads of their time - -LRB- and mine -RRB- on something very trivial."
7408,4,Beautifully produced.
7410,3,A modest masterpiece.
7411,3,The creative laughing that keeps haunting the film and the really enthusiastic performance... easily holds the film through its droll elements.
7412,1,"More busy than exciting, more hectic than thrilling, more chaotic than entertaining."
7413,3,"A 门 easy-going, pleasantly positive family change."
7414,4,This is one of those war films where the focus is on human interaction rather than fighting action... and all the more so.
7416,3,"It's amazingly decent, especially in a tenth episode."
7417,1,So overdone and overdone that it comes across as annoying rather than charming.
7419,4,It is never boring and always looks good.
7420,4,Real women may have many goals but they will win you over.
7426,1,"The movie has been at an impasse for a year, tapping into our reality-television obsession and taking advantage of the newness of the webcast. """""
7427,2,"The film is about relationships, not the result."
7428,1,Plays like a series of vignettes - clips from a film still searching for a common boundary.
7429,3,"For people with a well-ripe, slightly sun-kissed, summery disposition, Sex and Lucia can be the perfect addition."
7430,0,"Director Hoffman, his writer and Kline's agent should serve jail time"
7432,2,"Not quite an hour and a half, they laugh, but Cooke comes out with a strange sense of discontent."
7434,3,"The filmmakers ""attention to detail and high performance requirements create a strong feeling of community among the girls."
7435,3,"We have seen City by the Sea under different titles, but it is worth another look."
7436,2,"Some elements of it can really blow the big one away, but others are decent."
7437,1,"When ""LRB - Reno -RB-"" flash their radical flag with anger against George W. Bush, Henry Kissinger, Larry King, and others, Reno becomes a laughing stock."
7439,1,There's a whole pile of nothingness that forms the basis of this little coming-of-age film.
7440,3,Experts of Chinese film will be pleased to note that its painstaking talent did not fade away during the enforced intermission.
7441,3,"A great date movie, whatever your orientation."
7442,3,"As a princess, Sorvino glides gracefully from male figure to female, without missing a beat."
7443,0,"It looks like an action film, but in every way it has been so badly made that it cannot even be described as such."
7445,4,The desired slipperiness Steel of corpus and his friendly twitching and reconfiguration of physical and temporal objects would 累 make him a great story piece that children can watch and introduce as art.
7446,2,"It shares the loose structure of the first two films, but the laughter is rollicking."
7448,3,"It is believed that the film crew and cast enjoyed themselves immensely and believed in their film on a ""small budget."""
7450,2,"Director Oliver Parker works so hard to make life difficult for The Importance of Being Earnest, Raketenfeld probably suffered a muscle strain."
7451,3,It is a devastating testimony to people's capacity for evil and their heroic capacity for good.
7452,1,It's just not very clever.
7453,2,"... spellbinding, beautifully constructed with -LRB- but -RRB- not much is known about K-19 that is either unique or unforgotten."
7454,3,Rarely has such high-profile talent such provided such education.
7455,0,The acting is not much better.
7456,2,"LaBute found it funnier when his characters ""psychologically tormented one another"" and spoke publicly about their genitals."
7457,1,"On top of this the ensemble player who had become known for playing Guy Ritchie (Lock, Stock and Two Smoking Barrels) and Snatch (Snatch) was not able to co-write a begrüßen out of the pen of his first lead actor."
7458,0,Should have gone straight into the video.
7459,1,"A simpler, nicer treatment would have been preferable, because being over-nothing is sometimes funnier than being something."
7461,3,"Tambor and Clayburgh make for a likeable couple - he's understated and sardonic, and she's suitably manic and energetic."
7464,2,It's not hateful.
7465,1,Sex is one of the movies that is meant to confuse.
7466,1,"Although visually appealing and lightweight, it is still cold, grey, antiseptic and emotionally dehydrating."
7469,1,"I saw this movie... well, that's probably not accurate enough to call it a movie."
7470,3,It is as beautiful and sophisticated when it comes to romantic comedy in the workplace.
7474,1,It's leaden and predictable and there's no laughter.
7475,3,Worth seeing only for Weaver and LaPaglia.
7476,4,A fascinating documentary that provides a rounded and enlightening overview of the traditional holistic healing system
7479,2,"The tone is shrill, tempered by a gentle Southern chorus who denounce beauty and grace and talk of a wardrobe full of skeletons."
7480,1,"Seriously, but curiously lukewarm and fragile, where predictability is the only winner."
7483,2,Little explains the fertilizer grip that was employed for setting this blood-soaked tragedy of the murderous atmosphere in Richard Nixon's era.
7489,3,"His iconoclasm, however it may be, created an ""unexpected, weak perception."""
7491,1,The Good Girl is a film where the talent is undeniable but the result is overwhelming.
7492,3,"One of the best films I've any seen: always put on the rug between us, see things from new sides, delve deeper, get more intense."
7493,2,"If the legendary House of Shlockmaster Ed Wood had ever made a film about vampire, it would probably look extraordinary, as in the alarming staging that followed in the wake of the novel The Vampire."
7494,1,Burns squanders the possibility of absurd observations and ends up in slapstick mayhem.
7495,0,"In the NSA film ""Clock Plugs"" time seems to be absolutely tiny, but that doesn't mean it doesn't feel and feel like the longest 90 minutes of cinema life."
7499,1,But the film's narrative hook is too confused to be able to make us feel pure guilt.
7501,4,"Yakusho is beautiful as always as the long-faced, sad sack... and his chemistry with Shimizu is very believable."
7503,3,"It is a pleasure to watch Shaw, a British stage icon, crumble under a Bei Zee fire of the attention."
7504,4,Texas director George Ratliff had unlimited access to family and church meetings and delivers entrancing psychological fare.
7505,1,Eisenstein lacks quite a bit of sparkle for a movie about one of cinema's giants.
7507,1,"We have here a magnificent 90-minute film, which unfortunately lasts 170 minutes."
7508,3,A film of delicate interpersonal dances.
7509,1,The milieu seems to be completely overwhelming... and the histrionics reach a really annoying pitch.
7510,2,"Indeed, the movie rescues the Funk Brothers - LRB - from Motown's shadow."
7511,3,"Ah, and a shrewd angle!"
7513,1,"An allegory about the chronically mixed signals African American professionals receive about over-fulfillment might be fascinating, but the supernatural trappings only cloud the message."
7514,1,It moves along so strange tendencies and indulges in so inflammatory moralism that its good qualities are no longer evident.
7516,0,Trying to build up a pressure cooker full of horrified awe arises from the simple fact that the movie boasts next to nothing.
7517,4,"Kissing injects freshness and spirit into the Politiker comedy genre that's taken hostage by the generic screenplays that attempt again and again to adapt the Seattle-set show ""Sesame Street."""
7519,3,"""Hippie-yuppie-yolk-ola"" has become a fashion trend already, but there is an enthusiastic charm letching this formula in ""Fire."""
7521,2,"In a 102-minute film, Aaliyah gets a maximum of 20 minutes of screen time."
7522,3,A psychic journey into the depths of Iranian life...
7523,3,It is a rare window of artistic collaboration.
7524,3,'Solaris' is mentioned in five years and I'm sure those who have seen it will have an opinion.
7525,4,Exceptionally well played by Diane Lane and Richard Gere.
7526,4,"In Cinema Paradiso's new theatrical release, the story moves on from the sweet to the bittersweet and when the tears come during the last, beautiful scene, they finally feel thoroughly deserved."
7529,3,"Just as every possible angle of documentary filmmakers is exhausted, there emerges another new film with only one remarkable yet shockingly little known angle."
7530,4,"A brilliant, gripping film that is as difficult to categorise as it is terrifying to score."
7531,1,Phone as usual.
7532,3,Sylvie Testud is brilliant as the dominant Christine.
7534,1,I wasn't smiling.
7535,3,"There is rarely a film as subtle and touching as ""The Son's Room."""
7536,3,The sentimental clichés cloud this otherwise excellent film.
7540,4,"Beautiful, entertaining two hours."
7541,3,"Elaborate special effects take center stage, pushing human history aside."
7542,3,This works because the thrill often resonates and the dispatch of cast is as imaginative as it is bloody.
7543,0,This flat run with a hip hop tootsie is so ill thought out that one could switch Pootie Tang between its punchlines.
7544,4,"It's a chunky film, and it is just as good, if not better, than any of the things that are televised on Saturday mornings, particularly so-called ""florid"" ones, which we can't all stand."
7546,3,"Even if he is not at the height of his critical intuitive capacity, Godard can still be smarter than any of the top 50 still making films."
7547,1,"For all his unusual touches, Knockaround Guys seem uninterested in evading an approach that is as brash as the young cast."
7549,4,"Smart, cheeky and exceptionally charming romantic comedy."
7550,4,"And that makes Minority Report vital to sci-fi fans, because the film use the best special effects that lingen had ever seen."
7551,3,"Although partly set in Canada, Paid in Full has a clever approach to capturing life downtown during the Reagan years."
7553,3,Compared to his series of spectacular abs-flops on and off screen RunTelDat is a genuine triumph.
7554,3,"Ironically, the cast of this film are uniquely excellent; their performance should have been - actors - allowed to stand by themselves."
7555,0,"You fence your way through the quagmire of this supposed psychological thriller in search of a real-life purpose, or even action."
7557,2,"The performance is solid, it just lacks originality in making it a great film."
7558,1,"Fans of Peyton Manning's short films might relish the movie peripherally, but short-lived audiences in this listless film are questionable."
7559,4,Probably the best sports movie I've ever seen.
7560,0,"Starts strongly before losing his concentration, purpose and appeal quickly, in a muddle of conflicting messages, over-the-top dramas and Bruce Willis, who has no alcoholic scarring."
7561,2,The feeling that the prisoners actually took over the prison.
7562,0,"Philosophically, intellectually and logistically it's a mess."
7563,1,The film is hampered by its predictable plot and paper-thin minor characters.
7564,3,The story of her passionate and tumultuous affair with Musset unfolds as Sand's manly personality takes shape with her love of life and beauty.
7566,3,"Leaves the precious trappings of most romantic comedies and transforms them into very real, complicated emotions."
7567,2,"It can be seen now, before the inevitable Hollywood remake begins to clean up all its whimsical, intriguing wrinkles."
7568,1,"When he ignored this, he became a swimming fan all the same"
7569,2,"Whilst puerile men dominate the action, women excel."
7576,3,An immaculate study of perversity.
7577,3,Director Claude Chabrol is the master of innuendo.
7580,1,Even this is worthy of discussion because of the audacity of treating one of Shakespeare's better-known tragedies as a dark comedy.
7581,1,This film... doesn't have enough energy to describe how bad it is.
7582,1,Without -LRB- De Niro -RRB- City By The Sea would fall below the waves.
7583,3,"It's an uncomfortable experience, but as bold and challenging as you might expect for American cinema today."
7584,1,One can only assume that the jury that awarded Hoffman's brother Gordy the Waldo Salt Screenplay Prize at the 2002 Sundance Festival would approve of a try to try something other than to stop the shooting.
7585,4,"a script more ingeniously constructed like ""Memento."" '"
7586,3,A thoroughly sympathetic coming-of-age comedy.
7590,4,"The airline's AAA rating is a blast of adrenaline, rated EEE for excitement."
7591,2,"The film's theatrical maestro is intimate, braver than the otherwise calculated suspicion that unites and overwhelms the film's production design."
7592,0,Is there a group of women who are more taken in by themselves than the mother and daughters that are appearing in this film?
7593,0,"A drab, pseudo-mature exercise in acting workshops and a sense of unease."
7595,3,Too clever by about nine-tenths.
7596,2,"A life-size replica of Jack Chick cartoons, and it always ended up with a hippie getting into the lake of fire."
7597,0,That long and unrelenting movie is a clear case of him preaching to the converted.
7598,2,"Even these stories of only seven children may occasionally seem too much, but in reality they aren't enough."
7601,0,"Like Rudy Yellow Lodge, Eyre needs a lot of sweat to cast his cinematic eye over his next creation and remember the learning of the scam spider."
7602,2,The whole affair is as predictable as it can possibly be.
7605,1,"Instead of using George and Lucy's most obvious differences to spark sparks, Lawrence is desperate to find him somewhere else, picking up George's defenselessness and Lucy's personality textures."
7606,1,"Though shot on film and uneven, he conjures up a Lynch-esque look at Central America's rotting lower stomach."
7608,4,"The quirky drama touched the hearts and sweat of the audience, thanks to Rachel Griffiths's energetic and always surprising appearance."
7610,3,"The Way Home is an ode to unconditional love and compassion gained through years of insights, a state that only elderly people are familiar with and... often misinterpreted as weakness."
7611,4,Douglas McGrath's Nicholas Nickleby does Dickens as it should be in cinema.
7612,2,"Charming, if overly complicated..."
7613,3,Despite his flaws... Belinsky creates a riveting story that keeps you guessing almost always.
7615,3,"I enjoy the movie superficially, without being aware there are other triggers."
7616,4,Hashiguchi alludes to this field with wit and originality and indicates that his fourth feature - the only one to exist in the United States - also happens to be a great director in world cinema.
7619,1,"... for all its social and political potential, state ownership is hardly inspiring or instructive."
7620,4,"A film that enchants the eye and, with its exaggerated style, touches the heart."
7623,4,"True, vigorous and well worked, the film is arguably the most consummate work of Hong Kong's eclectic Stanley Kwan."
7626,3,The film is full of charm.
7627,1,"Like a comedian who starts off promising but then flops, the comedian runs out of steam after half an hour."
7628,2,"Of course there is a lot of good material here, but it seems to be accompanied by redundancy and unsuccessful coarseness."
7629,4,A coming-of-age film that Hollywood is not making.
7630,1,-LRB- Davis -RRB- wants to make its audience a spectacle and yet refuses to give real situations and characters.
7633,3,Skilled and unpretentious entertainment to fill the waiting period for school time in shopping malls throughout the country.
7634,3,"""The Four Feathers"" is incredulous, but when one reads a film, it might be fun in this cinematic sandbox."
7639,1,"Even Solondz's lust for controversy, sketch-like characters, and immature provocation fails to fully mitigate it."
7640,4,But sometimes the movie looks really nice.
7641,3,What only a few sequels can achieve: it comes close to the original type and in some ways makes it even better.
7642,2,"It may not be a story - but what, if it is, has it?"
7643,1,But what is lacking is a morality.
7644,1,It is similar to going to a house party and watching the host fight off a frothy ex-girlfriend.
7647,2,What remains is a rich stew of longing.
7648,1,"Also, the unfussy derivation of the film is one reason for the lack of perspective."
7649,0,"If there is a heaven for bad films, Deuces Wild is on its way."
7650,2,"Something, however, seems to be missing."
7651,1,The end result is like cold mash with just a slightly chewy clump of viscous mosquitoes.
7653,3,"Halfway through that picture I started to hate it and of course I felt guilty for it... Then, miraculously, the film goes flip-flop."
7654,3,"Although Besson's famous wasabi name is the band's big selling point, there is no doubt that Krawczyk deserves a high profile for the film's consistently engaging tone."
7656,1,A handsome but under-filling suspense drama more suited to a quiet PBS evening than an AMC evening.
7659,0,About as pleasing can I imagine that looking for a quarter in a huge pile of elephant excrement.
7661,1,It's a better travelogue than a movie.
7663,3,"A coming-of-age story from New Zealand, its dominant, ponderously powerful charisma is balanced by rich visual clarity and a thoroughly Mississippian staging."
7664,0,"Too thinly distributed, Enttauschung lacks profound characterizations both for those involved and for parishioners."
7665,4,The film is impressive due to the sights and the sounds of the wondrous beats that the world has to offer.
7666,3,"A thought-provoking depiction of a lifestyle characterized by its superficial obsession - and a lifestyle typical of post-fame, pre-celebrity, and existence."
7667,3,Villeneuve spices up this urban study with references to Norwegian folklore fairytales and horseradish and creates a world in Maelstrom where the bizarre becomes credible and the real magical.
7669,2,Although it doesn't always fit - it's not that easy to connect violence and whimsy - 'Cherish' is certainly not boring.
7670,2,This thing looks like a video quickie made for home tea.
7671,4,This melancholy movie noir is a very special film that reminded me a lot of memento...
7672,1,"Put on the game your disbelief in the here and now, or shake your head until the credits roll."
7673,3,"When you watch the film, you can love the players they bring out for the talented but likable people they are and what an invaluable contribution they have made to our shared history."
7674,1,... history doesn't bode well in the search for clever observations.
