,Caterogy,Sentence
8626,2,"a static and sugary little half hour , after school special about interfaith understanding , stretch out to 90 minute ."
8627,3,"by apply definition to both side of the man , the picture realize fullness that do not negate the subject ."
8628,0,the actor try hard but come off too amateurish and awkward .
8629,0,"to be influence chiefly by humanity 's great shame , reality show reality show for god 's sake !"
8630,1,"if festival in cannes nails hard boil hollywood argot with bracingly nasty accuracy , much about the film , include some of its casting , be frustratingly unconvincing ."
8631,4,forget about one oscar nomination for julianne moore this year she should get all five .
8632,3,give an intriguing twist to the french coming of age genre .
8633,3,"formuliac , but fun ."
8634,0,sade achieve the near impossible it turn the marquis de sade into dullard .
8635,3,"it 's affect , amuse , sad and reflective ."
8636,2,"the movie have generic virtue , and despite lot of involved talent , seem do by the number ."
8637,0,"this be rote spookiness , with nary an original idea or role , or edit , or score , or anything , really in sight , and the whole of the proceeding beg the question ` why ? '"
8638,4,"it 's rollicking adventure for you and all your mateys , regardless of their age ."
8639,1,"american and european cinema have amass vast holocaust literature , but it be impossible to think of any film more challenging or depress than the grey zone ."
8640,3,the viewer take great pleasure in watch the resourceful molly stay step ahead of her pursuer .
8641,1,well mean but unoriginal .
8642,3,"you do't need to be hip hop fan to appreciate scratch , and that 's the mark of documentary that work ."
8643,1,not completely loveable but what underdog movie since the bad news bear have be ?
8644,0,it 's not just the vampire that be damn in queen of the damn the viewer will feel they suffer the same fate .
8645,0,"her fan walk out mutter word like `` horrible `` and `` terrible , `` but have so much fun diss the film that they do't mind the ticket cost ."
8646,0,"kitschy , flashy , overlong soap opera ."
8647,0,"a tired , unnecessary retread ... stale copy of picture that be't all that great to begin with ."
8648,3,a portrait of hell so shatter it 's impossible to shake .
8649,1,an artful yet depress film that make melodramatic mountain out of the molehill of miss bike .
8650,3,i like it .
8651,3,discursive but oddly riveting documentary .
8652,3,hard to resist .
8653,4,read my lip be to be view and treasure for its extraordinary intelligence and originality as well as its lyrical variation on the game of love .
8654,1,"a portrait of alienation so perfect , it will certainly succeed in alienate most viewer ."
8655,2,"the beautiful , unusual music be this film 's chief draw , but its dreaminess may lull you to sleep ."
8656,1,"for this sort of thing to work , we need agile performer , but the proficient , dull sorvino have no light touch , and rodan be out of his league ."
8657,3,see it for his performance if nothing else .
8658,2,consider this review life affirming .
8659,4,"a taut , sober film ."
8660,1,"but ... in try to capture the novel 's deeper intimate resonance , the film have ironically distance us from the character ."
8661,4,labute masterfully balance both traditional or modern story together in manner that one never overwhelm the other .
8662,3,"a thoroughly enjoyable , heartfelt come of age comedy ."
8663,3,"the film 's message of tolerance and diversity be't particularly original , but one ca't help but be draw in by the sympathetic character ."
8664,0,after that it become long and tedious like classroom play in college history course .
8665,0,... pay tribute to heroes the way julia robert hand out award with phony humility barely camouflage grotesque narcissism .
8666,3,"she 's all powerful , voice for pop cyber culture that feed on her bjorkness ."
8667,2,"the setting be so cool that it chill the character , reduce our emotional stake in the outcome of `` intacto 's `` dangerous and seductively stylish game ."
8668,3,my wife be an actress work as well as it do because the lead be such companionable couple .
8669,3,chouraqui brings documentary like credibility to the horror of the kill field and the barbarism of ` ethnic cleansing . '
8670,1,it 's so downbeat and nearly humorless that it become chore to sit through despite some first rate performance by its lead .
8671,2,"` men in black ii create new threat for the mib , but recycle the same premise ."
8672,1,a sometimes incisive and sensitive portrait that be undercut by its awkward structure and final veering toward melodrama .
8673,3,"tense , terrific , sweaty palm fun ."
8674,1,seem like someone go through the motion .
8675,4,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draw you in ."
8676,3,"child , christian or otherwise , deserve to hear the full story of jonah 's despair in all its agonizing , catch 22 glory even if they spend year try to comprehend it ."
8677,2,a lot of its gag and observation reflect woman 's point of view .
8678,2,"it come off as so silly that you would't be surprise if ba , murdock and rest of the team be see give chase in black and red van ."
8679,3,"return to never land may be another shameless attempt by disney to rake in dough from baby boomer family , but it 's not half bad ."
8680,3,the actress find their own rhythm and protect each other from the script 's bad idea and awkwardness .
8681,2,"but when it do , you 're entirely unprepared ."
8682,4,"the production design , score and choreography be simply intoxicate ."
8683,3,"although frailty fit into classic genre , in its script and execution it be remarkably original work ."
8684,1,the movie itself appear to be run on hypertime in reverse as the truly funny bit get further and further apart .
8685,4,"it tend to remind one of really solid woody allen film , with its excellent use of new york locale and sharp writing"
8686,1,"allegiance to chekhov , which director michael cacoyannis display with somber earnestness in the new adaptation of the cherry orchard , be particularly vexing handicap ."
8687,1,the story the movie tell be of brian de palma 's addiction to the junk calorie suspense trope that have all but ruin his career .
8688,4,"a delicious , quirky movie with terrific screenplay and fanciful direction by michael gondry ."
8689,0,"then again , in good movie , you might not have notice ."
8690,4,"vibrantly color and beautifully design , metropolis be feast for the eye ."
8691,3,"holm do his sly , intricate magic , and iben hjelje be entirely appeal as pumpkin ."
8692,2,the obligatory break ups and hook ups do't seem to have much emotional impact on the character .
8693,3,"` yes , that 's right it 's forrest gump , angel of death . '"
8694,3,broomfield have rather unique approach to documentary .
8695,3,barry give assassin disquieting authority .
8696,3,"a grittily beautiful film that look , sound , and feel more like an extended , open end poem than traditionally structured story ."
8697,3,stephen earnhart 's film be more about the optimism of group of people who be struggle to give themselves good lot in life than the one they currently have .
8698,4,an effortlessly accomplish and richly resonant work .
8699,4,an engross portrait of man whose engaging manner and flamboyant style make him truly large than life character .
8700,1,"there be something in full frontal , guess , about artifice and act and how it distort reality for people who make movie and watch them , but like most movie riddle , it work only if you have an interest in the character you see ."
8701,2,help to remind the first world that hiv aid be far from be yesterday 's news .
8702,2,"the boy ' sparring , like the succession of blow dump on guei , wear down the story 's more cerebral , and likable , plot element ."
8703,4,"draw on an irresistible , languid romanticism , byler reveals the way in which sultry evening or beer fuel afternoon in the sun can inspire even the most retiring heart to venture forth ."
8704,3,"like any good romance , son of the bride , prove it 's never too late to learn ."
8705,1,this angst ridden territory be cover earlier and much better in ordinary people .
8706,2,spare yet audacious ...
8707,3,"none of this be meaningful or memorable , but frosting be't , either , and you would't turn down big bowl of that , would you ?"
8708,3,"it 's mildly entertaining , especially if you find comfort in familiarity ."
8709,4,the early and middle passage be surprise in how much they engage and even touch us .
8710,3,hugely accomplished slice of hitchcockian suspense .
8711,3,"definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '"
8712,2,"cox be far more concerned with aggrandize madness , not the man , and the result might drive you crazy ."
8713,3,"whether or not you buy mr. broomfield 's finding , the film acquire an undeniable entertainment value as the slight , pale mr. broomfield continue to force himself on people and into situation that would make less men run for cover ."
8714,3,gently humorous and touch .
8715,1,"the film have the throw together feel of summer camp talent show hastily write , underrehearsed , arbitrarily plot and fill with crude humor and vulgar innuendo ."
8716,3,it 's scorcher .
8717,0,"when you find yourself root for the monster in horror movie , you know the picture be in trouble ."
8718,2,"i be hop that it would be sleazy and fun , but it be neither ."
8719,1,"those who be not acquaint with the author 's work , on the other hand , may fall fast asleep ."
8720,1,uneven performance and spotty script add up to biting satire that have no teeth .
8721,3,"we 've see it all before in one form or another , but director hoffman , with great help from kevin kline , make us care about this late reincarnation of the world 's great teacher ."
8722,1,"a visionary marvel , but it 's lack depth in storytelling usually find in anime like this ."
8723,3,a compelling allegory about the last day of germany 's democratic weimar republic .
8724,3,"tsai ming liang 's witty , wistful new film , what time be it there ?"
8725,4,a visual spectacle full of stunning image and effect .
8726,1,"this be very much of mixed bag , with enough negative to outweigh the positive ."
8727,1,"any film that do't even in pass mention political prisoner , poverty and the boat load of people who try to escape the country be less documentary and more propaganda by way of valentine seal with kiss ."
8728,4,"painful , horrify and oppressively tragic , this film should not be miss ."
8729,3,"the heart of the film be touching reflection on age , suffer and the prospect of death ."
8730,4,"clever and unflinching in its comic barb , slap her be small but reward comedy that take aim at contemporary southern adolescence and never let up ."
8731,2,"a perfectly acceptable , perfectly bland , competently act but by no mean scary horror movie ."
8732,2,"as crime go , writer director michael kalesniko 's how to kill your neighbor 's dog be slight but unendurable ."
8733,1,writer director stephen gaghan have make the near fatal mistake of be what the english call ` too clever by half . '
8734,4,"steer , in his feature film debut , have create brilliant motion picture ."
8735,4,a remarkable film by bernard rise .
8736,2,just watch bettany strut his stuff .
8737,1,"watchable up until the point where the situation and the dialogue spin hopelessly out of control that be to say , when carol kane appear on the screen ."
8738,3,"what 's most refresh about real woman have curve be its unforced comedy drama and its relaxed , natural seeming actor ."
8739,3,"what 's not to like about movie with ` child 's ' song that include the line ` my stepdad 's not mean , he 's just adjust ' ?"
8740,3,"the sight of the spaceship on the launching pad be duly impressive in imax dimension , as be shot of the astronaut float in their cabin ."
8741,3,"this one be few bit funny than malle 's dud , if only because the cast be so engagingly mess around like slob city reduction of damon runyon crook ."
8742,0,"not only be entry number twenty the bad of the brosnan bunch , it 's one of the bad of the entire franchise ."
8743,2,"the film be blunt indictment , part of perhaps surreal campaign to bring kissinger to trial for crime against humanity ."
8744,3,"if you 're not , you 'll still have good time . ``"
8745,1,"the story be also as unoriginal as they come , already have be recycle more time than 'd care to count ."
8746,3,"mostly , goldbacher just let her complicate character be unruly , confuse and , through it all , human ."
8747,1,"every joke be repeat at least annoy , be't it ?"
8748,2,each scene wreaks of routine the film never manage to generate single threat of suspense .
8749,3,"the film be old fashion , occasionally charm and as subtle as boldface ."
8750,1,the whole movie be simply lazy exercise in bad filmmaking that ask you to not only suspend your disbelief but your intelligence as well .
8751,4,"unfolds with such wallop of you be there immediacy that when the bullet start to fly , your first instinct be to duck ."
8752,4,fun and nimble .
8753,4,really quite funny .
8754,0,more of the same old garbage hollywood have be try to pass off as acceptable teen entertainment for some time now .
8755,3,"world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something ."
8756,1,the filmmaker keep push the joke at the expense of character until thing fall apart .
8757,2,well mean but inert .
8758,3,"a wildly erratic drama with sequence that make you wince in embarrassment and others , thanks to the actor , that be quite touch ."
8759,4,"300 year of russian history and culture compress into an evanescent , seamless and sumptuous stream of consciousness ."
8760,3,reach wholly believable and heart wrench depth of despair .
8761,1,"get the look and the period trapping right , but it otherwise drown in sea of visual and verbal clich ."
8762,0,what you expect be just what you get ... assume the bar of expectation have't be raise above sixth grade height .
8763,1,"this toothless dog , already on cable , lose all bite on the big screen ."
8764,1,"but , like silence , it 's movie that get under your skin ."
8765,2,feel as if the inmate have actually take over the asylum .
8766,4,"it 's an exhilarating place to visit , this laboratory of laughter ."
8767,4,"smart , sassy interpretation of the oscar wilde play ."
8768,1,there 's great deal of corny dialogue and preposterous moment .
8769,4,a wild ride with eight boarder from venice beach that be deserved co winner of the audience award for documentary at the sundance film festival .
8770,3,"yet in its own aloof , unreachable way it 's so fascinating you wo't be able to look away for second ."
8771,1,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hem in the spirit of these young woman .
8772,4,darkly funny and frequently insightful .
8773,4,a return to pure disney magic and be enjoyable family fare .
8774,3,about the best thing you could say about narc be that it 's rock solid little genre picture .
8775,1,i 'd be hard press to think of film more cloyingly sappy than evelyn this year .
8776,3,"often messy and frustrating , but very pleasing at its best moment , it 's very much like life itself ."
8777,4,raimi craft complicate hero who be welcome relief from the usual two dimensional offering .
8778,2,a movie that seem motivate more by desire to match mortarboard with dead poet society and good will hunt than by its own story .
8779,0,the movie be desperate miscalculation .
8780,0,it 's pretentious in way that verge on the amateurish .
8781,4,"the emperor 's club , ruthless in its own placid way , find one of our most conservative and hidebound movie making tradition and give it new texture , new relevance , new reality ."
8782,3,a wonderfully speculative character study that make up for its rather slow beginning by draw me into the picture .
8783,4,"bittersweet comedy drama full of life , hand gesture , and some really adorable italian guy ."
8784,2,a glorious mess .
8785,1,"it 's glorified sitcom , and long , unfunny one at that ."
8786,4,"sillier , cuter , and short than the first as best remember , but still very good time at the cinema ."
8787,1,"lin chung 's voice be rather unexceptional , even irritate at least to this western ear , make it awfully hard to buy the impetus for the complicate love triangle that develop between the three central character ."
8788,1,"why `` they `` be here and what `` they `` want and quite honestly , do't care ."
8789,2,"the movie certainly have its share of clever moment and bite dialogue , but there 's just not much lurking below its abstract surface ."
8790,3,wow .
8791,1,"i just saw this movie ... well , it 's probably not accurate to call it movie ."
8792,3,"that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness be due primarily to the perkiness of witherspoon who be always joy to watch , even when her material be not first rate ..."
8793,0,a major waste ... generic .
8794,1,"twenty three movie into mostly magnificent directorial career , clint eastwood 's efficiently minimalist style finally have fail him ."
8795,3,cletis be playful but highly studied and dependent for its success on patient viewer .
8796,3,"a summer entertainment adult can see without feel embarrass , but it could have be more ."
8797,2,it 's exactly what you 'd expect .
8798,3,the performance be uniformly good .
8799,0,"for its 100 minute run time , you 'll wait in vain for movie to happen ."
8800,0,an unfortunate title for film that have nothing endear about it .
8801,3,that it 'll probably be the best and most mature comedy of the 2002 summer season speak more of the season than the picture
8802,4,"what concept , what an idea , what thrill ride ."
8803,4,monte cristo smartly emphasize the well wrought story and omit needless chase scene and swordfights as the revenge unfolds .
8804,0,"it 's super violent , super serious and super stupid ."
8805,2,would you laugh if tuba play dwarf roll down hill in trash can ?
8806,0,"muddle , melodramatic paranormal romance be an all time low for kevin costner ."
8807,2,"if there 's one big point to promise , it 's that nothing can change while physical and psychological barrier keep the side from speak even one word to each other ."
8808,2,"it be challenging film , if not always narratively cohesive one ."
8809,2,"wallace get bit heavy hand with his message at time , and have visual flair that wax poetic far too much for our taste ."
8810,3,"use an endear cast , writer director dover kosashvili take slightly dark look at relationship , both sexual and kindred ."
8811,0,... in the pile of useless actioners from mtv schmuck who do't know how to tell story for more than four minute .
8812,2,"though it never rise to its full potential as film , still offer great deal of insight into the female condition and the timeless danger of emotion repress ."
8813,1,"as violent , profane and exploitative as the most offensive action flick you 've ever see ."
8814,2,a meatball for the bare midriff generation .
8815,4,one of the most important and exhilarating form of animated filmmaking since old walt doodle steamboat willie .
8816,3,"it really be shame that more wo't get an opportunity to embrace small , sweet ` evelyn . '"
8817,0,"but if the essence of magic be its make believe promise of life that soar above the material realm , this be the opposite of truly magical movie ."
8818,3,"the new insomnia be surprisingly faithful remake of its chilly predecessor , and when it do elect to head off in its own direction , it employ change that fit it well rather than one that be impose for the sake of commercial sensibility ."
8819,3,like the chilled breath of oral storytelling frozen onto film .
8820,2,"it come off as so silly that you would't be surprise if ba , murdock and rest of the team be see give chase in black and red van ."
8821,3,roman polanski 's autobiographical gesture at redemption be good than ` shindler 's list ' it be more than merely holocaust movie .
8822,4,it 's the funny american comedy since graffiti bridge .
8823,2,demeo be not without talent he just need better material .
8824,1,"it 's about as convincing as any other arnie musclefest , but have little too much resonance with real world event and ultimately come off as insultingly simplistic ."
8825,2,"any intellectual argument be make about the nature of god be frame in drama so clumsy , there be real danger less sophisticated audience will mistake it for an endorsement of the very thing that bean abhors ."
8826,2,touch !
8827,3,the film have the uncanny ability to right itself precisely when you think it 's in danger of go wrong .
8828,4,davis ... get vivid performance from her cast and pull off some deft ally mcbeal style fantasy sequence .
8829,0,one ca't shake the feeling that crossroads be nothing more than an hour and half long commercial for britney 's late album .
8830,1,no thanks .
8831,0,"it be depress , ruthlessly pain and deprave , the movie equivalent of star into an open wound ."
8832,3,uneven but lot of fun .
8833,3,"amy and matthew have bit of phony relationship , but the film work in spite of it ."
8834,0,the adventure of pluto nash be whole lot of nada .
8835,1,"it 's better suit for the history or biography channel , but there 's no argue the tone of the movie it leave bad taste in your mouth and question on your mind ."
8836,3,"clint eastwood 's blood work be lot like well make pb sandwich familiar , fairly uneventful and boast no real surprise but still quite tasty and invite all the same ."
8837,0,amazingly lame .
8838,3,a forceful drama of an alienated executive who re invents himself .
8839,2,"mild , meander teen flick ."
8840,1,"... this story get silly , not scary , as it go along ..."
8841,4,its engage simplicity be drive by appeal lead .
8842,3,a thought provoking and often funny drama about isolation .
8843,1,a movie to forget
8844,3,"a gorgeously strange movie , heaven be deeply concerned with morality , but it refuse to spell thing out for viewer ."
8845,3,"it 's boring movie about boring man , make watchable by bravura performance from consummate actor incapable of be boring ."
8846,0,"unspeakable , of course , barely begin to describe the plot and its complication ."
8847,1,"as earnest as community college advertisement , american chai be enough to make you put away the guitar , sell the amp , and apply to medical school ."
8848,4,`` austin power in goldmember `` have the right stuff for silly summer entertainment and have enough laugh to sustain interest to the end .
8849,1,the crassness of this reactionary thriller be match only by the ridiculousness of its premise .
8850,3,strange occurrence build in the mind of the viewer and take on extreme urgency .
8851,3,"it 's definitely an improvement on the first blade , since it do't take itself so deadly seriously ."
8852,1,"like its title character , esther kahn be unusual but unfortunately also irritate ."
8853,2,an original little film about one young woman 's education .
8854,1,a baffling mixed platter of gritty realism and magic realism with hard to swallow premise .
8855,1,get bogged down by an overly sillified plot and stop and start pacing .
8856,2,heaven be haunting dramatization of couple 's moral ascension .
8857,4,the animated sequence be well do and perfectly construct to convey sense of childhood imagination and create adventure out of angst .
8858,3,"it 's testament to the film 's considerable charm that it succeed in entertain , despite play out like feature length sitcom replete with stereotypical familial quandary ."
8859,0,degenerate into hogwash .
8860,0,"sheridan be painfully bad , fourth rate jim carrey who do't understand the difference between dumb fun and just plain dumb ."
8861,2,"the movie be't horrible , but you can see mediocre crest on the next wave ."
8862,1,"those who be only mildly curious , fear , will be put to sleep or bewilder by the artsy and often pointless visuals ."
8863,3,"there be flaw , but also stretch of impact and moment of awe we 're wrap up in the character , how they make their choice , and why ."
8864,2,the sound of gunfire and cell phone ring .
8865,2,maybe thomas wolfe be right you ca't go home again .
8866,1,it hat its character .
8867,1,i ca't say this enough this movie be about an adult male dress in pink jammies .
8868,3,"the bottom line with nemesis be the same as it have be with all the film in the series fan will undoubtedly enjoy it , and the uncommitted need't waste their time on it ."
8869,3,"the four feather be definitely horse feather , but if you go in know that , you might have fun in this cinematic sandbox ."
8870,2,"the dramatic crisis do't always succeed in its quest to be take seriously , but huppert 's volatile performance make for riveting movie experience ."
8871,0,"it 's just too bad the screenwriter eventually shoot themselves in the foot with cop flick cliche like an oily arm dealer , squad car pile ups and the requisite screaming captain ."
8872,2,"both flaw and delay , martin scorcese 's gang of new york still emerge as his most vital work since goodfellas ."
8873,1,these be textbook life of quiet desperation .
8874,2,the problem of the people in love in the time of money be hardly specific to their era .
8875,3,an edify glimpse into the wit and revolutionary spirit of these performer and their era .
8876,1,an absurdist spider web .
8877,1,have lose some of the dramatic conviction that underlie the best of comedy ...
8878,3,"it do't reach them , but the effort be gratefully receive ."
8879,1,just be't as weird as it ought to be .
8880,1,"though jones and snipe be enthral , the movie bog down in rhetoric and clich ."
8881,3,fan of the modern day hong kong action film finally have the worthy successor to good tomorrow and the killer which they have be patiently wait for .
8882,3,make eddie murphy movie star and the man have't age day .
8883,0,`` the adventure of pluto nash `` be big time stinker .
8884,3,"terry be sort of geriatric dirty harry , which will please eastwood 's loyal fan and suit the story , wherein our hero must ride roughshod over incompetent cop to get his man ."
8885,1,the basic premise be intrigue but quickly become distasteful and downright creepy .
8886,0,what great shame that such talented director as chen kaige have choose to make his english language debut with film so poorly plot and script .
8887,2,greengrass work from don mullan 's script forgo the large socio political picture of the situation in northern ireland in favour of an approach that throw one in the pulsate thick of truly frightening situation .
8888,1,play like glossy melodrama that occasionally verge on camp .
8889,2,it 's just plain boring .
8890,1,"curiously , super trooper suffers because it do't have enough vice to merit its 103 minute length ."
8891,1,this be not an easy film .
8892,0,and it 's hard still to believe that anyone in his right mind would want to see the it .
8893,4,"vividly convey the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artist captivate drama that will speak to the nonconformist in us all ."
8894,0,"totally overwrought , deeply bias , and wholly design to make you feel guilty about ignore what the filmmaker clearly believe be the great musician of all time ."
8895,4,isabelle huppert excels as the enigmatic mika and anna mouglalis be stunning new young talent in one of chabrol 's most intense psychological mystery .
8896,1,"ver wiel 's desperate attempt at wit be lose , leave the character of critical jim two dimensional and pointless ."
8897,3,"as the princess , sorvino glide gracefully from male persona to female without miss beat ."
8898,3,"a different and emotionally reserve type of survival story film less about refract all of world war ii through the specific condition of one man , and more about that man lose in its midst ."
8899,2,it may even fall into the category of film you love to hate .
8900,4,viveka seldahl and sven wollter will touch you to the core in film you will never forget that you should never forget .
8901,1,obvious .
8902,3,"it never quite make it to the boiling point , but manage to sustain good simmer for most of its running time ."
8903,2,"one of those staggeringly well produce , joylessly extravagant picture that keep whoosh you from one visual marvel to the next , hastily , emptily ."
8904,0,a less than thrill thriller .
8905,3,an off beat and fanciful film about the human need for monster to blame for all that be amiss in the world .
8906,3,... quite good at provide some good old fashion spook .
8907,1,spain 's great star wattage do't overcome the tumult of maudlin tragedy .
8908,4,feature what be surely the funny and most accurate depiction of writer 's block ever .
8909,1,"fincher take no apparent joy in make movie , and he give none to the audience ."
8910,1,there be few thing more frustrating to film buff than see an otherwise good movie mar beyond redemption by disastrous end .
8911,0,"stupid , infantile , redundant , sloppy , over the top , and amateurish ."
8912,3,a very capable nailbiter .
8913,2,"hardly nuanced portrait of young woman 's breakdown , the film nevertheless work up few scare ."
8914,1,the whole talk animal thing be grisly .
8915,1,"a tired , unimaginative and derivative variation of that already shallow genre ."
8916,2,"a respectable venture on its own term , lack the broad vision that have see certain trek film ... cross over to more mainstream audience ."
8917,3,"short and sweet , but also more than anything else slight ... tadpole pull back from the consequence of its own action and revelation ."
8918,1,so aggressively cheery that pollyana would reach for barf bag .
8919,4,"flamboyant in some movie and artfully restrain in others , 65 year old jack nicholson could be look at his 12th oscar nomination by prove that he 's now , more than ever , choose his role with the precision of the insurance actuary ."
8920,3,"it may be somewhat backhanded compliment to say that the film make the viewer feel like the movie 's various victimized audience member after while , but it also happen to be the movie 's most admirable quality"
8921,3,this one be not nearly as dreadful as expect .
8922,1,pretend like your sat score be below 120 and you might not notice the flaw .
8923,3,late marriage be an in your face family drama and black comedy that be fill with raw emotion convey despair and love .
8924,1,"instead of try to bust some blonde , diggs should be probe why guy with his talent end up in movie this bad ."
8925,3,"the off center humor be constant , and the ensemble give it buoyant delivery ."
8926,4,a triumph of pure craft and passionate heart .
8927,1,"try this obscenely bad dark comedy , so crass that it make edward burn ' sidewalk of new york look like oscar wilde ."
8928,4,"a finely tune mood piece , model of menace atmosphere ."
8929,2,"there 's very little sense to what 's go on here , but the maker serve up the cliche with considerable dash ."
8930,3,"while the story 's undeniably hard to follow , iwai 's gorgeous visuals seduce ."
8931,1,"unfortunately , that 's precisely what arthur dong 's family fundamental do ."
8932,0,every sequel you skip will be two hour gain .
8933,3,`` nicholas nickleby `` be perfect family film to take everyone to since there 's no new `` christmas carol `` out in the theater this year .
8934,4,"a stylish but steady , and ultimately very satisfying , piece of character drive storytelling ."
8935,2,"a relatively effective little potboiler until its absurd , contrive , overblown , and entirely implausible finale ."
8936,2,abderrahmane sissako 's heremakono wait for happiness be an elegiac portrait of transit city on the west african coast struggle against foreign influence .
8937,4,"the actor be simply too good , and the story too intriguing , for technical flaw to get in the way ."
8938,1,long on twinkly eye close ups and short on shame .
8939,2,"parent , on the other hand , will be ahead of the plot at all time , and there be't enough clever innuendo to fil"
8940,1,five screenwriter be credit with the clich laden screenplay it seem as if each water down the version of the one before .
8941,2,"it 's an actor 's showcase that accomplish its primary goal without the use of special effect , but rather by emphasize the character include the supporting one ."
8942,0,buries an interesting storyline about morality and the choice we make underneath such mountain of clich and borrow image that it might more accurately be title mr. chip off the old block .
8943,0,the late adam sandler assault and possibly the bad film of the year .
8944,1,do we really need the tiger beat version ?
8945,4,a moving and solidly entertaining comedy drama that should bolster director and co writer
8946,2,about as original as gangster sweat bullet while worry about contract on his life .
8947,0,"after collateral damage , you might imagine that most every aggrieve father clich have be unturned ."
8948,1,i suspect that you 'll be as bored watch morvern callar as the character be in it .
8949,1,the sequel play out like flimsy excuse to give blade fan another look at wesley snipe ' iconic hero do battle with dozen of bad guy at once .
8950,2,a family friendly fantasy that end up do very little with its imaginative premise .
8951,0,the threat imply in the title pok mon 4ever be terrify like locust in horde these thing will keep come .
8952,0,"the actor improvise and scream their way around this movie directionless , lack any of the rollick dark humor so necessary to make this kind of idea work on screen ."
8953,3,"wilco fan will have great time , and the movie should win the band few new convert , too ."
8954,2,"i ca't remember the last time saw an audience laugh so much during movie , but there 's only one problem ... it 's suppose to be drama ."
8955,1,all the character be clinically depress and have abandon their slim hope and dream .
8956,3,a lot smart than your average bond .
8957,0,"it 's terrible movie in every regard , and utterly painful to watch ."
8958,0,"... unlike scorsese 's mean street , ash wednesday be essentially devoid of interest character or even halfway intriguing plot ."
8959,4,"this be an extraordinary film , not least because it be japanese and yet feels universal ."
8960,2,and how .
8961,4,i hope the movie be widely see and debate with appropriate ferocity and thoughtfulness .
8962,0,"seagal run out of movie year ago , and this be just the proof ."
8963,1,collapse under its own meager weight .
8964,2,"slow , silly and unintentionally hilarious ."
8965,3,a gift to anyone who love both dance and cinema
8966,0,a peculiar misfire that even tunney ca't save .
8967,3,i like it just enough .
8968,3,the film grow on you .
8969,4,"jones ... make great impression as the writer director of this little.8 million charmer , which may not be cut edge indie filmmaking but have huge heart ."
8970,1,need little less bling bling and lot more romance .
8971,0,the sweet thing leave bitter taste .
8972,3,`` red dragon `` never cut corner .
8973,1,coal be't as easy to come by as it use to be and this would be worthy substitute for naughty child 's stocking .
8974,0,"mckay show crushingly little curiosity about , or be ill equip to examine , the interior life of the character in his film , much less incorporate them into his narrative ."
8975,0,start as an intense political and psychological thriller but be sabotage by tick time bomb and other hollywood action cliche .
8976,3,"crudup 's screen presence be the one thing that hold interest in the midst of mushy , existential exploration of why men leave their family ."
8977,2,"as spent screen series go , star trek nemesis be even more suggestive of 65th class reunion mixer where only eight survive member show up and there 's nothing to drink ."
8978,1,but how it wash out despite all of that be the project 's prime mystery .
8979,1,decent but dull .
8980,2,to the degree that ivans xtc .
8981,0,"it 's frightful vanity film that , no doubt , pay off what debt miramax felt they owe to benigni ."
8982,0,"equilibrium the movie , as oppose to the manifesto , be really , really stupid ."
8983,1,overall tomfoolery like this be matter of taste .
8984,0,no amount of good intention be able to overcome the triviality of the story .
8985,1,"while solondz try and try hard , storytelling fails to provide much more insight than the inside column of torn book jacket ."
8986,3,"if you love him , you 'll like it ."
8987,1,conforms itself with create game of ` who 's who ' ... where the character ' move be often more predictable than their consequence .
8988,3,"a sensitive , modest comic tragedy that work as both character study and symbolic examination of the huge economic change sweep modern china ."
8989,2,"it understand , in way that speak forcefully enough about the mechanism of poverty to transcend the rather simplistic filmmaking ."
8990,0,no film could possibly be more contemptuous of the single female population .
8991,3,"murderous maid have lot go for it , not least the brilliant performance by testud ... and parmentier ."
8992,1,"despite auteuil 's performance , it 's rather listless amble down the middle of the road , where the thematic irony be too obvious and the sexual politics too smug ."
8993,3,"a good film with solid pedigree both in front of and , more specifically , behind the camera ."
8994,0,be that it 's crime movie make by someone who obviously know nothing about crime .
8995,0,not even felinni would know what to make of this italian freakshow .
8996,2,watch spirit away be like watch an eastern imagination explode .
8997,3,i know that 'll never listen to marvin gaye or the supremes the same way again
8998,4,"execute with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond ."
8999,3,leigh make these life count .
9000,4,delight your sens and crash this wedding !
9001,3,"this be visually stunning rumination on love , memory , history and the war between art and commerce ."
9002,3,"cold , nervy and memorable ."
9003,0,a thriller without lot of thrill .
9004,1,its inescapable absurdity be tantamount to insult the intelligence of anyone who have't be live under rock since sept. 11 .
9005,0,have the disjoint feel of bunch of strung together tv episode .
9006,4,highly engage .
9007,1,"its audacious ambition sabotage by pomposity , steven soderbergh 's space opera emerge as numbingly dull experience ."
9008,1,at time auto focus feel so distant you might as well be watch it through telescope .
9009,4,the trailer be riot .
9010,3,"like smoke signal , the film be also imbue with strong theme of familial tie and spirituality that be powerful and move without stoop to base melodrama"
9011,3,"the leap story line , shape by director peter kosminsky into sharp sliver and cut impression , show all the sign of rich detail condense into few evocative image and strike character trait ."
